Associated Gene Name	Ensembl Gene ID	CD4 naive	CD4 tcr	CD4 Th1	CD8 tcr	CD8 naive
Apc	ENSMUSG00000005871	134	410	709	817	142
Reep5	ENSMUSG00000005873	6220	2766	40075	14484	6735
Ergic3	ENSMUSG00000005881	5131	10944	72583	64012	21252
Uqcc1	ENSMUSG00000005882	2603	2784	4766	17714	2176
Ncoa2	ENSMUSG00000005886	1925	4245	5293	3507	4114
Nr2c2	ENSMUSG00000005893	8091	9954	9125	16038	11685
Nr2c1	ENSMUSG00000005897	1505	4589	861	7627	1397
Smpd4	ENSMUSG00000005899	10868	16770	28168	49402	14172
Pex1	ENSMUSG00000005907	284	611	3946	3294	83
Itgae	ENSMUSG00000005947	70	784	742	8079	16689
Shpk	ENSMUSG00000005951	2459	1956	2754	9689	7040
Rcn1	ENSMUSG00000005973	1554	16176	126173	93955	44095
Trap1	ENSMUSG00000005981	77655	277586	203227	626130	88335
Tpr	ENSMUSG00000006005	123550	219945	285989	392428	206153
BC003331	ENSMUSG00000006010	5211	9852	27845	29076	7109
Dhx34	ENSMUSG00000006019	3762	4768	7159	6367	6051
Kptn	ENSMUSG00000006021	883	1924	6701	11196	1556
Napa	ENSMUSG00000006024	124307	395753	397450	558227	138068
Sra1	ENSMUSG00000006050	2368	4268	30398	11400	6889
Snf8	ENSMUSG00000006058	22863	48024	96576	138453	28272
Tbcb	ENSMUSG00000006095	51508	222836	436788	219042	54532
Inpp5k	ENSMUSG00000006127	1050	5517	3779	4158	1757
Crkl	ENSMUSG00000006134	35476	158993	211805	261207	120609
Clint1	ENSMUSG00000006169	84648	154260	283575	280072	125753
Cdkal1	ENSMUSG00000006191	4647	20752	10522	40352	6047
Atp6v1b2	ENSMUSG00000006273	61126	94397	248943	275232	78395
Eps15l1	ENSMUSG00000006276	1286	23307	46636	58779	26106
Tep1	ENSMUSG00000006281	28	327	3394	336	28
Ttc5	ENSMUSG00000006288	5884	17129	21773	76168	8789
Osgep	ENSMUSG00000006289	31932	29596	35723	60399	36064
Aamp	ENSMUSG00000006299	7576	94620	35623	136178	15059
Arpc2	ENSMUSG00000006304	1556968	1172161	1965034	1703748	1020191
Kmt2b	ENSMUSG00000006307	1549	1312	3974	6102	1531
Rps9	ENSMUSG00000006333	1490521	4083578	4865514	5670958	1316771
Ggt5	ENSMUSG00000006344	5289	2586	1409	831	865
Crip2	ENSMUSG00000006356	1923	1855	9929	51820	2435
Crip1	ENSMUSG00000006360	111038	361113	1527779	811948	711356
Pgrmc1	ENSMUSG00000006373	818	38606	123256	74657	37064
Gcat	ENSMUSG00000006378	4997	4248	29554	10401	1186
Elovl1	ENSMUSG00000006390	601	5900	8593	3815	5373
Pfdn2	ENSMUSG00000006412	6706	18199	236301	267065	16746
Rnf114	ENSMUSG00000006418	65320	40630	171572	105505	59564
C330007P06Rik	ENSMUSG00000006423	17937	32554	43275	49158	22723
Srm	ENSMUSG00000006442	39756	252712	454905	1834305	63968
Rbm14	ENSMUSG00000006456	190894	290381	474458	593571	221001
Ndor1	ENSMUSG00000006471	525	4884	5691	26902	1319
Pdk1	ENSMUSG00000006494	161729	68612	39971	62210	78919
Ptbp1	ENSMUSG00000006498	227227	588228	606583	849337	348988
Mvd	ENSMUSG00000006517	6701	6964	91843	66808	9419
Cyba	ENSMUSG00000006519	1614	45974	38006	40927	2320
Sfmbt1	ENSMUSG00000006527	159	5235	958	1929	506
Cdt1	ENSMUSG00000006585	2812	8933	6880	9488	11013
Aprt	ENSMUSG00000006589	33401	226876	984151	904092	122586
Gtf2h1	ENSMUSG00000006599	4294	4135	7180	15813	4678
Qrich1	ENSMUSG00000006673	38641	15865	20189	26583	5404
Usp19	ENSMUSG00000006676	6241	27534	29179	73948	10267
Pola1	ENSMUSG00000006678	1298	8767	75848	124703	3374
Cdc42	ENSMUSG00000006699	135493	231496	609799	397909	340872
Acot13	ENSMUSG00000006717	3091	3234	1726	12685	11112
Cdk4	ENSMUSG00000006728	3643	54763	157857	266169	8314
B4galnt1	ENSMUSG00000006731	34957	49340	121874	128147	67917
Mettl1	ENSMUSG00000006732	5986	14121	55014	62345	23229
Kif5b	ENSMUSG00000006740	70878	170077	335757	320312	79668
Saal1	ENSMUSG00000006763	7895	14316	68259	42916	14567
Cnp	ENSMUSG00000006782	163642	131232	299084	172246	196922
Sod2	ENSMUSG00000006818	20730	68889	403494	300331	222589
Tmco6	ENSMUSG00000006850	2694	7439	10713	10858	2424
Stambp	ENSMUSG00000006906	6081	9100	25701	29835	9773
Ezh1	ENSMUSG00000006920	3903	7159	4319	7930	6771
Ctnnb1	ENSMUSG00000006932	933	194	280	734	3724
Psmd2	ENSMUSG00000006998	90097	409861	570955	769374	130237
Vars	ENSMUSG00000007029	61577	251706	615228	637629	137617
Abhd16a	ENSMUSG00000007036	8821	9061	30426	20671	14980
Neu1	ENSMUSG00000007038	640	3383	9642	13444	1263
Clic1	ENSMUSG00000007041	419580	1294541	4453450	2003961	920710
Lsm2	ENSMUSG00000007050	225360	616088	752046	2107578	415928
Pole	ENSMUSG00000007080	175	2225	14383	55782	166
Atp1a4	ENSMUSG00000007107	28	4661	2304	3658	817
Mrpl49	ENSMUSG00000007338	1512	5429	37420	15481	1685
Mark3	ENSMUSG00000007411	2634	919	22422	30697	3494
Gatad1	ENSMUSG00000007415	6701	12889	9477	13706	4575
M6pr	ENSMUSG00000007458	122193	628738	586489	1134350	239705
Lrrc8a	ENSMUSG00000007476	1626	2312	4188	5952	2610
Ppp2r1a	ENSMUSG00000007564	252150	636404	921012	1737621	327044
Tinf2	ENSMUSG00000007589	694	4878	7212	11500	2337
Dus3l	ENSMUSG00000007603	25741	28129	53579	82376	41953
Gtpbp3	ENSMUSG00000007610	1743	895	2632	8131	3448
Tgfbr1	ENSMUSG00000007613	504	3515	5453	1711	985
Bcl2l1	ENSMUSG00000007659	243	76815	50125	131417	326
Khsrp	ENSMUSG00000007670	10047	482026	469683	701266	364050
Ccdc124	ENSMUSG00000007721	43967	173004	472894	359842	101457
Cct4	ENSMUSG00000007739	592267	2136438	1860427	4490479	688806
Zfp655	ENSMUSG00000007812	2901	14580	5209	20521	3136
Rhoa	ENSMUSG00000007815	876570	1026490	1572174	1662403	1237230
Zmiz1	ENSMUSG00000007817	1159	4460	12250	7900	3359
Ankrd26	ENSMUSG00000007827	133	143	165	1022	81
Aldh16a1	ENSMUSG00000007833	12795	22894	70052	63440	15294
Hnrnpa0	ENSMUSG00000007836	356374	932296	816896	1478919	621992
Hnrnph1	ENSMUSG00000007850	651744	1614833	1913215	2080702	1046917
Arid1a	ENSMUSG00000007880	16283	33100	42933	35210	25206
Ctsd	ENSMUSG00000007891	25150	38602	386897	92782	74835
Rplp1	ENSMUSG00000007892	3275	132214	89213	2704229	114093
Ap2s1	ENSMUSG00000008036	84463	99940	228528	245846	97579
Emc10	ENSMUSG00000008140	36449	24138	61585	42542	26571
Fnbp4	ENSMUSG00000008200	5011	17605	24075	28733	16417
Cers4	ENSMUSG00000008206	660	128	6322	1088	378
Scrn3	ENSMUSG00000008226	3146	903	1686	1527	1006
Phax	ENSMUSG00000008301	10654	71175	79262	142438	18113
Snrpb2	ENSMUSG00000008333	140533	348995	327244	328184	168010
Prpf31	ENSMUSG00000008373	65422	121495	180170	258363	63659
Rdh13	ENSMUSG00000008435	2612	14625	9844	33936	7831
Nutf2	ENSMUSG00000008450	181	24963	214390	355419	28235
Arpc5	ENSMUSG00000008475	526209	359897	3126914	1317994	343763
Ubqln4	ENSMUSG00000008604	107	6567	2182	28192	3123
Rps18	ENSMUSG00000008668	1552825	5808275	6819028	11337619	1780453
Rpl10	ENSMUSG00000008682	1005144	4180164	5106129	6772787	1283876
Rps15a	ENSMUSG00000008683	978505	2260118	4271551	3694719	1056838
Ncaph2	ENSMUSG00000008690	765	5598	37503	37964	1742
Hipk1	ENSMUSG00000008730	111	263	659	742	266
Man1a2	ENSMUSG00000008763	3205	7168	12573	16994	1629
Acyp1	ENSMUSG00000008822	49463	21920	68335	48021	35127
Rala	ENSMUSG00000008859	56463	67876	52052	71440	72740
Vdac3	ENSMUSG00000008892	55751	97886	159745	234417	84969
Vps72	ENSMUSG00000008958	15660	21430	40835	48029	32894
Gabpa	ENSMUSG00000008976	57841	61459	113949	126799	34123
Dynll1	ENSMUSG00000009013	25690	81098	426678	430746	57029
Pdcl	ENSMUSG00000009030	5916	24902	31245	29320	17496
Nf2	ENSMUSG00000009073	6144	96996	182250	81037	10060
Zmat5	ENSMUSG00000009076	556	5701	6976	5276	3665
Ewsr1	ENSMUSG00000009079	46189	191394	185670	286368	197822
Ap1b1	ENSMUSG00000009090	32694	32209	100891	92288	42766
Bcl2l13	ENSMUSG00000009112	26750	48101	44951	55165	34807
Lnp	ENSMUSG00000009207	53373	42700	134215	138414	23046
Tnpo1	ENSMUSG00000009470	69401	204824	392950	499292	107561
Rnmt	ENSMUSG00000009535	86684	138758	82162	222805	132029
Srp14	ENSMUSG00000009549	119124	93045	500993	411469	91790
Cdk9	ENSMUSG00000009555	18241	41217	62465	78023	23601
Tor2a	ENSMUSG00000009563	1528	16247	53715	19723	8335
Fpgs	ENSMUSG00000009566	310	12128	4046	56149	673
Mkl2	ENSMUSG00000009569	733	1126	941	669	1828
Cbx5	ENSMUSG00000009575	198372	112949	406053	498897	278665
Apobec3	ENSMUSG00000009585	14900	52936	266053	181602	29029
Vav2	ENSMUSG00000009621	285	2182	1182	1991	152
Ppp2cb	ENSMUSG00000009630	7831	47415	77876	75055	26363
Dmap1	ENSMUSG00000009640	35346	40582	37943	65677	33442
Mcu	ENSMUSG00000009647	8207	11736	13943	45101	11120
Bcr	ENSMUSG00000009681	282	835	3634	4899	451
Fxyd5	ENSMUSG00000009687	31344	1180	43061	37359	7215
Tfcp2	ENSMUSG00000009733	1049	2771	397	2492	2269
Ubp1	ENSMUSG00000009741	7196	13340	29396	30301	7635
Sdhb	ENSMUSG00000009863	107684	218949	305946	291774	138937
Snap47	ENSMUSG00000009894	5384	11536	31172	15987	4366
Kdsr	ENSMUSG00000009905	9663	16251	7933	16165	7543
Vps4b	ENSMUSG00000009907	52111	110021	170887	161040	78859
Rps25	ENSMUSG00000009927	984808	3402500	3992544	5179846	1011108
Taz	ENSMUSG00000009995	829	155	1664	2008	920
Aldh3a2	ENSMUSG00000010025	23721	52803	37752	40788	36348
Tmem115	ENSMUSG00000010045	2083	15801	27885	28148	3747
Ifrd2	ENSMUSG00000010048	2792	13469	13387	81387	3964
Rassf1	ENSMUSG00000010067	6395	10693	35560	55217	10602
Slc3a2	ENSMUSG00000010095	26893	271078	308132	455570	36644
Nxf1	ENSMUSG00000010097	59287	125387	157569	267885	86999
Stx5a	ENSMUSG00000010110	16459	40542	66716	51155	33713
Raver1	ENSMUSG00000010205	51875	182235	204177	269692	140169
Ifi35	ENSMUSG00000010358	4950	38857	73489	78585	61293
Nedd8	ENSMUSG00000010376	88488	300782	694537	624444	491120
Gosr1	ENSMUSG00000010392	5590	10629	47086	32546	4912
Kansl3	ENSMUSG00000010453	2416	4462	6479	8962	4556
Faf1	ENSMUSG00000010517	11065	39384	57487	78802	23601
Mettl16	ENSMUSG00000010554	12937	43592	38546	80497	17721
Rbm25	ENSMUSG00000010608	74803	211356	168260	338752	137098
Psen2	ENSMUSG00000010609	1137	4328	6153	4197	80
Plcd1	ENSMUSG00000010660	1042	168	1579	2601	80
Fads1	ENSMUSG00000010663	33	1377	4573	8077	315
Cars	ENSMUSG00000010755	13173	113382	104765	152249	14491
Apip	ENSMUSG00000010911	25855	50649	79396	92353	25425
Pdhx	ENSMUSG00000010914	6947	15496	7934	26609	9014
Vac14	ENSMUSG00000010936	20584	42108	46511	86644	24473
Brf1	ENSMUSG00000011158	2581	819	9740	7993	1344
Thg1l	ENSMUSG00000011254	7708	13333	17585	36589	6270
Pabpc4	ENSMUSG00000011257	8358	171036	95922	364393	6920
Sugp1	ENSMUSG00000011306	14850	33528	29180	80294	19215
Pgam1	ENSMUSG00000011752	310922	1947330	3520943	2780434	273959
Evi5l	ENSMUSG00000011832	195	145	1381	929	113
Git1	ENSMUSG00000011877	5299	20955	48681	33688	6180
Gltp	ENSMUSG00000011884	24924	45021	120159	52979	45172
Ccnt1	ENSMUSG00000011960	6576	27034	45773	30458	15522
Brms1l	ENSMUSG00000012076	10250	6313	4629	11592	8676
Med15	ENSMUSG00000012114	186	12422	5678	21377	2087
Dhdds	ENSMUSG00000012117	334	1907	2335	3254	262
Tjap1	ENSMUSG00000012296	299	11657	3460	9188	2354
Rpl15	ENSMUSG00000012405	663185	2809303	5033426	7468805	970736
Kif11	ENSMUSG00000012443	25	1735	134679	55913	62
Rpa3	ENSMUSG00000012483	12040	21735	590338	200672	44579
Tnpo3	ENSMUSG00000012535	12006	26325	87483	128988	13269
Rps5	ENSMUSG00000012848	1474531	3689364	6210147	11220859	1414992
Atp6v0d1	ENSMUSG00000013160	1865	22701	59109	78087	21405
Nelfb	ENSMUSG00000013465	12687	16224	37566	38653	13715
Tango2	ENSMUSG00000013539	2530	6248	17071	23783	8274
Ndufs2	ENSMUSG00000013593	89895	113772	178463	237385	79171
Cad	ENSMUSG00000013629	23824	219957	265408	578095	44998
Atad1	ENSMUSG00000013662	28885	59570	94131	181736	33276
Pten	ENSMUSG00000013663	6298	8608	11535	15335	14597
Timm23	ENSMUSG00000013701	21846	45749	53309	368354	31719
Tnfaip8l2	ENSMUSG00000013707	54106	6744	49699	36738	14944
Trnt1	ENSMUSG00000013736	72233	58140	101330	221595	92077
Ehmt2	ENSMUSG00000013787	3880	13396	16524	18748	5950
Elof1	ENSMUSG00000013822	70597	54823	52882	118775	83972
Med16	ENSMUSG00000013833	2932	3750	8771	11763	6895
St3gal1	ENSMUSG00000013846	3427	11106	5296	26831	1616
Tmem259	ENSMUSG00000013858	543	4328	3400	4087	216
Dedd	ENSMUSG00000013973	348	1635	601	3486	117
Nit1	ENSMUSG00000013997	11987	74698	48580	73323	56513
Prdm15	ENSMUSG00000014039	464	1947	1370	2289	1115
Rnf168	ENSMUSG00000014074	46	2197	4407	2325	20
Chp1	ENSMUSG00000014077	757	96100	93041	154819	25042
Dnajc7	ENSMUSG00000014195	82093	200686	400137	472137	155216
Cacybp	ENSMUSG00000014226	244870	1387228	637348	1820549	375114
Cluap1	ENSMUSG00000014232	594	6254	1317	6176	708
Ndufa2	ENSMUSG00000014294	110581	13537	150370	91984	14864
Pam16	ENSMUSG00000014301	342	10181	75148	22643	280
Ube2z	ENSMUSG00000014349	10009	24428	128464	103128	23680
Anapc1	ENSMUSG00000014355	1973	5248	21849	22710	4040
Tsg101	ENSMUSG00000014402	23879	73093	65531	83759	40346
Hps5	ENSMUSG00000014418	764	1268	3098	4184	1388
Map3k4	ENSMUSG00000014426	1465	1902	2879	2304	14125
Ankrd28	ENSMUSG00000014496	9227	6949	14467	53939	2689
Ankrd52	ENSMUSG00000014498	170	10572	24226	51053	4492
Srp19	ENSMUSG00000014504	46301	105723	294405	340299	87837
Mrps25	ENSMUSG00000014551	11138	47079	96801	128422	45128
Dguok	ENSMUSG00000014554	42270	20507	33301	128313	52406
Strip1	ENSMUSG00000014601	11247	11793	22223	22473	20881
Slc25a11	ENSMUSG00000014606	73720	62536	208992	121927	126285
Cmc2	ENSMUSG00000014633	859	21854	127477	41912	20903
Chfr	ENSMUSG00000014668	2891	1771	6665	8199	4407
Tbp	ENSMUSG00000014767	6931	1465	20858	6649	5428
Psmb1	ENSMUSG00000014769	563088	1520461	1896118	1268608	585567
Pdcd2	ENSMUSG00000014771	1713	14934	33859	64930	10108
Fhod1	ENSMUSG00000014778	7118	9077	29473	17192	9895
Msh3	ENSMUSG00000014850	2846	887	5470	6760	4963
Tmem208	ENSMUSG00000014856	17826	6298	5667	11168	20095
E2f4	ENSMUSG00000014859	407	9792	26587	49614	5710
Surf4	ENSMUSG00000014867	80965	130235	358352	188026	107765
Surf2	ENSMUSG00000014873	7320	28980	33215	174212	30562
Naf1	ENSMUSG00000014907	1133	4712	3048	3129	302
Ppp1cb	ENSMUSG00000014956	113822	159610	241372	315427	67473
Gorasp2	ENSMUSG00000014959	1037	82805	82086	102693	16068
Efr3a	ENSMUSG00000015002	2748	3101	11487	12776	4402
Trappc2l	ENSMUSG00000015013	13582	4196	30004	44646	14651
Acsf3	ENSMUSG00000015016	1978	7778	13204	16430	4184
Ddx19a	ENSMUSG00000015023	96886	383580	604331	697961	140990
Galns	ENSMUSG00000015027	2542	1046	25612	5963	10883
Rabl6	ENSMUSG00000015087	5435	16057	16198	30696	7521
Edf1	ENSMUSG00000015092	74425	141395	438818	450900	151395
Fbxw5	ENSMUSG00000015095	141	596	1298	2662	168
Slc25a13	ENSMUSG00000015112	3825	5738	6934	29995	4200
Ube2i	ENSMUSG00000015120	16408	9595	152622	174971	21993
Tsr3	ENSMUSG00000015126	3633	22142	19400	64390	3020
Unkl	ENSMUSG00000015127	738	433	755	1018	905
Actn1	ENSMUSG00000015143	849684	1307657	35027	1067510	997717
Sirt2	ENSMUSG00000015149	8792	15307	105314	68839	14225
Hnrnpl	ENSMUSG00000015165	335194	1060884	1450732	1605741	1171646
Nolc1	ENSMUSG00000015176	8192	173608	97533	347804	35505
Casd1	ENSMUSG00000015189	279	320	1874	1374	414
Mtmr1	ENSMUSG00000015214	4060	3177	16874	9243	10789
Hmgb3	ENSMUSG00000015217	212338	99729	149764	969392	81070
Nipsnap3b	ENSMUSG00000015247	84473	79116	42459	146878	64934
Lage3	ENSMUSG00000015289	6661	25353	68243	84842	14603
Ubl4	ENSMUSG00000015290	955	10159	66559	151564	12137
Gdi1	ENSMUSG00000015291	148338	198542	103906	203265	138146
Endog	ENSMUSG00000015337	14501	32631	46742	107148	15821
Golga7	ENSMUSG00000015341	15231	36637	76167	49856	16751
Cd48	ENSMUSG00000015355	37685	30225	273566	99088	53386
Clpx	ENSMUSG00000015357	5847	15722	35809	44906	11101
Trabd	ENSMUSG00000015363	7943	8872	16807	21040	6662
Gzmb	ENSMUSG00000015437	90	84493	12041601	6864944	361
Atf6b	ENSMUSG00000015461	94	1662	603	1434	66
Hivep2	ENSMUSG00000015501	635	1912	3821	952	1013
Arnt	ENSMUSG00000015522	1520	17178	9100	26224	6737
Mocs2	ENSMUSG00000015536	1246	431	3160	4552	334
Nat9	ENSMUSG00000015542	567	1454	6001	7573	933
Srf	ENSMUSG00000015605	4339	8482	2230	2015	3818
Hspa8	ENSMUSG00000015656	3094665	14648239	10674064	15333380	3957284
Psma2	ENSMUSG00000015671	434011	620690	1614664	1725789	426191
Mrpl32	ENSMUSG00000015672	13041	25612	43101	108202	7351
Setdb1	ENSMUSG00000015697	3104	13285	14864	27717	9914
Prune	ENSMUSG00000015711	4719	9550	45046	27961	8276
Cers2	ENSMUSG00000015714	5131	9860	39907	27960	6178
Capza2	ENSMUSG00000015733	340994	547915	1567529	986774	498433
Plekho1	ENSMUSG00000015745	440	487	721	2058	1657
Vps45	ENSMUSG00000015747	3400	1052	14648	12799	3067
Prpf3	ENSMUSG00000015748	64462	119564	135989	168259	66491
Anp32e	ENSMUSG00000015749	48363	201992	519688	1452315	312401
Tab2	ENSMUSG00000015755	319	2849	7090	8835	2042
Ppil4	ENSMUSG00000015757	79181	100127	99011	216079	83873
Surf1	ENSMUSG00000015790	5957	4624	25969	31930	10539
Qdpr	ENSMUSG00000015806	189662	380988	157798	407478	199671
Sqstm1	ENSMUSG00000015837	6169	163652	77232	173381	17269
Prpsap1	ENSMUSG00000015869	52306	100846	180656	204836	63567
Ncapg	ENSMUSG00000015880	843	1961	272355	117120	2324
Lta4h	ENSMUSG00000015889	614175	439045	511262	698302	759278
Dstn	ENSMUSG00000015932	5172	62461	226423	62696	21937
H2afy	ENSMUSG00000015937	2473694	1582311	1448041	1698372	2513325
Bola1	ENSMUSG00000015943	4338	3165	41762	25725	565
Ncf1	ENSMUSG00000015950	753	10808	44362	18488	6818
Adss	ENSMUSG00000015961	127064	570297	541678	1309860	219198
Chdh	ENSMUSG00000015970	9648	34227	171	7827	16290
Actr8	ENSMUSG00000015971	5508	7698	17922	21261	7838
Fnta	ENSMUSG00000015994	49091	71022	59211	181445	54566
Skiv2l2	ENSMUSG00000016018	125635	211628	198719	468198	124421
Fli1	ENSMUSG00000016087	3096	12079	53618	42310	13526
Diexf	ENSMUSG00000016181	9319	47424	31052	96869	20175
Hsd11b1	ENSMUSG00000016194	87643	32307	5930	7697	40133
H2-M3	ENSMUSG00000016206	26621	41398	65714	23842	46338
Nelfcd	ENSMUSG00000016253	14605	16132	41051	58634	14833
Ctsz	ENSMUSG00000016256	6640	80887	128915	85411	46846
Ube2a	ENSMUSG00000016308	1002	87812	108852	267509	28913
Slc25a5	ENSMUSG00000016319	1335785	2186523	4262337	3661103	1093405
Nkap	ENSMUSG00000016409	8239	4410	21304	32493	4706
Ndufa1	ENSMUSG00000016427	14502	3820	19955	49019	2693
Cr1l	ENSMUSG00000016481	16028	38180	35467	83175	22599
Ppfibp1	ENSMUSG00000016487	129	107	3307	1989	53
Plgrkt	ENSMUSG00000016495	43974	59864	91367	42572	28905
Gtf3a	ENSMUSG00000016503	1176	774	5916	2750	604
Lnx2	ENSMUSG00000016520	128	139	2347	636	98
Mapkapk2	ENSMUSG00000016528	8411	43675	153781	20530	15072
Lamp2	ENSMUSG00000016534	3959	13515	21424	20162	2763
Atxn10	ENSMUSG00000016541	19210	111482	108567	199685	24851
Eif3d	ENSMUSG00000016554	149148	771651	537041	1365327	172359
Nup50	ENSMUSG00000016619	24427	74983	121546	183003	32646
Ift27	ENSMUSG00000016637	194	2902	6105	11677	908
Pacsin2	ENSMUSG00000016664	19223	70404	143214	115601	17654
Cmah	ENSMUSG00000016756	2847	688	1210	6438	9469
Ttll12	ENSMUSG00000016757	52466	74788	189081	194316	84404
Tox4	ENSMUSG00000016831	738	11374	10231	28833	7991
Srsf6	ENSMUSG00000016921	127883	249062	257897	408925	162010
Plcg1	ENSMUSG00000016933	37257	50259	63325	97520	34123
Kctd5	ENSMUSG00000016946	89	8849	49794	89632	142
Nbr1	ENSMUSG00000017119	866	2227	7648	1912	142
Cyth1	ENSMUSG00000017132	47703	33164	237451	89124	55858
Nt5c3b	ENSMUSG00000017176	65956	157858	293033	268779	94564
Med24	ENSMUSG00000017210	3225	2385	11166	12990	3734
Psmd3	ENSMUSG00000017221	255932	705201	871280	969468	261054
Exosc10	ENSMUSG00000017264	43572	83794	141893	266297	61897
Glod4	ENSMUSG00000017286	138575	310126	674829	298102	233598
Vps53	ENSMUSG00000017288	4469	14010	30426	29409	6407
Taok1	ENSMUSG00000017291	698	685	5129	7869	1511
Dnttip1	ENSMUSG00000017299	8561	13534	23117	26719	10759
Acot8	ENSMUSG00000017307	4787	16952	48199	35181	9121
Traf4	ENSMUSG00000017386	570	2138	1159	27715	289
Aldoc	ENSMUSG00000017390	2470	27000	212196	6694	1571
Rpl19	ENSMUSG00000017404	792179	2892789	3047671	6120992	1224194
Psmd11	ENSMUSG00000017428	118540	345055	623515	532709	144694
Zc3h18	ENSMUSG00000017478	16735	37902	69080	76859	35761
Top2b	ENSMUSG00000017485	180045	172008	368106	332391	316363
Cdc6	ENSMUSG00000017499	48	646	1872	28296	420
Suz12	ENSMUSG00000017548	13256	29390	69606	97865	18298
Atad5	ENSMUSG00000017550	55	875	12273	7630	42
Crlf3	ENSMUSG00000017561	236057	296820	190621	217744	229561
Abr	ENSMUSG00000017631	15933	8077	48753	13840	20546
Elmo2	ENSMUSG00000017670	7880	6140	82789	19673	11298
Ttpal	ENSMUSG00000017679	6107	12048	33076	37746	10674
Rhot1	ENSMUSG00000017686	5311	12858	15349	21114	8019
Ada	ENSMUSG00000017697	38963	80131	218199	99187	60140
Tha1	ENSMUSG00000017713	32	1137	5352	4378	5627
Pgs1	ENSMUSG00000017715	1999	6960	16624	24643	3977
Pigt	ENSMUSG00000017721	9880	15075	63976	61481	19605
Ghdc	ENSMUSG00000017747	404	704	3361	841	344
Slc12a7	ENSMUSG00000017756	6217	3926	1693	7299	10700
Ctsa	ENSMUSG00000017760	7844	12229	113053	37205	34469
Slc12a4	ENSMUSG00000017765	637	1779	5978	3538	486
Myo1c	ENSMUSG00000017774	1968	12173	35599	26545	2106
Crk	ENSMUSG00000017776	5824	24277	54132	54521	16818
Pitpna	ENSMUSG00000017781	261003	384894	430234	570427	227422
Mlx	ENSMUSG00000017801	507	2627	2646	6776	447
Fam134c	ENSMUSG00000017802	6406	8086	12812	17253	5347
Dhx58	ENSMUSG00000017830	9286	7934	16832	6983	5761
Rab5a	ENSMUSG00000017831	8834	36420	68290	137006	31744
Nkiras2	ENSMUSG00000017837	5507	5203	17061	22093	7216
Ppp2r5c	ENSMUSG00000017843	7561	14611	72404	31981	12543
B4galt5	ENSMUSG00000017929	533	297	11562	2751	128
Ddx27	ENSMUSG00000017999	23990	156138	98469	311289	39039
Cyth4	ENSMUSG00000018008	23801	9391	63280	47748	29090
Rrp7a	ENSMUSG00000018040	33699	180063	136387	302318	58408
Cyb5r3	ENSMUSG00000018042	171977	173361	395326	617742	163835
Ints2	ENSMUSG00000018068	2706	6761	18526	25280	6491
Med13l	ENSMUSG00000018076	1331	268	783	666	218
Mafk	ENSMUSG00000018143	14453	56532	42481	79589	20424
Med1	ENSMUSG00000018160	2523	7060	4219	9606	2855
Stard3	ENSMUSG00000018167	2889	5748	9454	11557	3920
Ikzf3	ENSMUSG00000018168	19359	37460	41253	42034	55577
Vmp1	ENSMUSG00000018171	3798	17559	27949	54472	6008
Uchl5	ENSMUSG00000018189	20688	166401	293151	362992	54318
Glrx2	ENSMUSG00000018196	3344	19410	10392	28050	808
Trove2	ENSMUSG00000018199	202	374	2069	490	652
Stk4	ENSMUSG00000018209	218077	100962	115808	164375	305141
Zcchc10	ENSMUSG00000018239	24690	34259	42299	57523	47328
Psmb6	ENSMUSG00000018286	60990	467644	353195	710646	191410
Spag7	ENSMUSG00000018287	41774	164591	100407	189911	72756
Pfn1	ENSMUSG00000018293	4907644	7241420	11286026	9647552	5920300
